are	Text
checked	Text
by	Text
B&B	Text
Ireland	Text
and	Text
accept	Text
credit	Text
and	Text
debit	Text
cards	Text
as	Text
forms	Text
of	Text
payment,	Text
along	Text
with	Text
cash	Text
and	Text
cheques.	Text
We	Text
operate	Text
in	Text
euro,	Text
as	Text
that	Text
is	Text
the	Text
official	Text
currency	Text
in	Text
Ireland.	Text
Our	Text
local	Text
weather	Text
is	Text
usually	Text
relativly	Text
pleasant	Text
but	Text
do	Text
expect	Text
rain	Text
if	Text
you	Text
come	Text
to	Text
our	Text
part	Text
of	Text
the	Text
world.	Text
We	Text
would	Text
advise	Text
checking	Text
the	Text
local	Text
weather	Text
forecast	Text
when	Text
planning	Text
your	Text
trip	Text
as	Text
the	Text
weather	Text
can	Text
sometimes	Text
be	Text
unpredicatble.	Text
Unfortunately	Text
we	Text
do	Text
not	Text
accomodate	Text
for	Text
pets	Text
in	Text
our	Text
bed	Text
and	Text
breakfast.	Text
If	Text
a	Text
guest	Text
has	Text
a	Text
visual	Text
impairment	Text
and	Text
requires	Text
a	Text
guide	Text
dog,	Text
we	Text
would	Text
be	Text
more	Text
than	Text
willing	Text
to	Text
accomodate	Text
them,	Text
in	Text
any	Text
way	Text
we	Text
can,	Text
once	Text
notice	Text
is	Text
given,	Text
when	Text
booking	Text
a	Text
room.	Text
We	Text
also	Text
have	Text
a	Text
no	Text
smoking	Text
policy	Text
in	Text
our	Text
rooms	Text
but	Text
we	Text
do	Text
provide	Text
smoking	Text
facilities	Text
outdoors.	Text
Back	Link
to	Link
top	Link
Copyright	Text
©	Text
2016	Text
OceanView	Text
B&B.	Text
All	Text
rights	Text
reserved.	Text
|	Text
Place	Text
of	Text
Registration:	Text
Ireland	Text
Home	Link
|	Link
Information	Link
|	Link
Book	Link
Now	Link
|	Link
Get	Link
Directions	Link
|	Link
Contact	Link
Us	Link
|	Link
Sitemap	Link
",,2019-01-26	O
14:59:24.860719	O

"[<	O
div	O
class=""nav"">	O
<	Link
a	Link
href=	Link
""index.html"">Home	O
|	O
<	Link
/a>	Link
<	Link
a	Link
href=	Link
""information.html"">Information	O
|	O
<	Link
/a>	Link
<	Link
a	Link
href=	Link
""bookings.html"">Book	O
Now	O
|	O
<	Link
/a>	Link
<	Link
a	Link
href=	Link
""directions.html"">Get	O
Directions	O
|	O
<	Link
/a>	Link
<	Link
a	Link
href=	Link
""contact.html"">Contact	O
Us	O
<	Link
/a>	Link
<	O
/div>]",2019-01-29	O
12:24:27.621016	O

"[<	O
div	O
class=""image"">	O
<	Image
img	Image
alt=""OceanView	O
B&B""	O
height=""300""	O
src=""Images/Outside.jpg""	O
width=""1000""/>	O
<	O
!--Image	O
from	O
iha.com-->	O
<	O
/div>]",2019-01-29	O
12:26:06.467536	O

"[<	O
form	Form
action=	Form
""""	O
method=""""	O
name=""bookNowForm"">	O
<	Text
h2	Text
>Book	O
Now	O
<	Text
/h2>	Text
<	Form
fieldset>	Form
<	Form
legend>	Form
<	O
strong>Date	O
of	O
Booking<	O
/strong>	O
<	Form
/legend>	Form
<	O
label	O
for=""day"">Day<	O
/label>	O
<	Form
select>	Form
<	Form
option	Form
value=	Form
""1"">1	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""2"">2	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""3"">3	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""4"">4	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""5"">5	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""6"">6	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""7"">7	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""8"">8	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""9"">9	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""10"">10	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""11"">11	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""12"">12	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""13"">13	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""14"">14	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""15"">15	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""16"">16	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""17"">17	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""18"">18	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""19"">19	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""20"">20	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""21"">21	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""22"">22	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""23"">23	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""24"">24	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""25"">25	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""26"">26	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""27"">27	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""28"">28	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""29"">29	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""30"">30	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""31"">31	O
<	Form
/option>	Form
<	Form
/select>	Form
<	O
label	O
for=""month"">Month<	O
/label>	O
<	Form
select>	Form
<	Form
option	Form
value=	Form
""January"">January	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""February"">February	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""March"">March	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""April"">April	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""May"">May	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""June"">June	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""July"">July	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""August"">August	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""September"">September	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""October"">October	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""November"">November	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""December"">December	O
<	Form
/option>	Form
<	Form
/select>	Form
<	O
label	O
for=""year"">Year<	O
/label>	O
<	Form
select>	Form
<	Form
option>	Form
2016	O
<	Form
/option>	Form
<	Form
option>	Form
2017	O
<	Form
/option>	Form
<	Form
option>	Form
2018	O
<	Form
/option>	Form
<	Form
/select>	Form
<	Form
/fieldset>	Form
<	Form
fieldset>	Form
<	Form
legend>	Form
<	O
strong>Number	O
of	O
Guests<	O
/strong>	O
<	Form
/legend>	Form
<	Form
input	Form
checked=""checked""	O
name=""guests""	O
type=""radio""	O
value=""1""/>1	O
<	Form
input	Form
name=""guests""	O
type=""radio""	O
value=""2""/>2	O
<	Form
input	Form
name=""guests""	O
type=""radio""	O
value=""3""/>3	O
<	Form
input	Form
name=""guests""	O
type=""radio""	O
value=""4""/>4	O
<	Form
input	Form
name=""guests""	O
type=""radio""	O
value=""5""/>5	O
<	Form
input	Form
name=""guests""	O
type=""radio""	O
value=""6""/>6+	O
<	Form
/fieldset>	Form
<	Form
fieldset>	Form
<	Form
legend>	Form
<	O
strong>Room	O
Type<	O
/strong>	O
<	Form
/legend>	Form
<	O
select	O
name=""rooms""	O
size=""3"">	O
<	Form
option	Form
value=	Form
""single"">Single	O
Room	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""twin"">Twin	O
Room	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""double"">Double	O
Room	O
<	Form
/option>	Form
<	Form
option	Form
value=	Form
""family"">Family	O
Room	O
<	Form
/option>	Form
<	Form
/select>	Form
<	Form
/fieldset>	Form
<	Form
fieldset>	Form
<	Form
legend>	Form
<	O
strong>Meal	O
Options<	O
/strong>	O
<	Form
/legend>	Form
<	Form
input	Form
name=""meal""	O
type=""checkbox""	O
value=""breakfast""/>Breakfast	O
<	Form
input	Form
name=""meal""	O
type=""checkbox""	O
value=""lunch""/>Lunch	O
<	Form
input	Form
name=""meal""	O
type=""checkbox""	O
value=""dinner""/>Dinner	O
<	Form
/fieldset>	Form
<	Form
fieldset>	Form
<	Form
legend>	Form
<	O
strong>Personal	O
Information<	O
/strong>	O
<	Form
/legend>	Form
<	O
label>Name<	O
/label><	O
br/>	O
<	Form
input	Form
name=""name""	O
size=""15""	O
type=""text""/><	O
br/><	O
br/>	O
<	O
label>Address<	O
/label><	O
br/>	O
<	Form
input	Form
name=""address""	O
size=""15""	O
type=""text""/><	O
br/>	O
<	Form
input	Form
name=""address2""	O
size=""15""	O
type=""text""/><	O
br/>	O
<	Form
input	Form
name=""address3""	O
size=""15""	O
type=""text""/><	O
br/><	O
br/>	O
<	O
label>Telephone	O
No.<	O
/label><	O
br/>	O
<	Form
input	Form
name=""number""	O
size=""3""	O
type=""text""/>	O
<	Form
input	Form
name=""number2""	O
size=""10""	O
type=""text""/><	O
br/><	O
br/>	O
<	O
label>Email<	O
/label><	O
br/>	O
<	Form
input	Form
name=""email""	O
size=""25""	O
type=""text""/>	O
<	Form
/fieldset>	Form
<	Form
input	Form
type=""submit""	O
value=""Book	O
Now""/>	O
<	Form
input	Form
type=""reset""	O
value=""Cancel""/>	O
<	Form
/form>	Form
]",2019-01-29	O
12:28:26.370332	O

"[<	O
div	O
id=""sitemap"">	O
<	Text
h1>	Text
Sitemap	O
<	Text
/h1>	Text
<	O
ul>	O
<	O
li>	O
<	Link
a	Link
href=	Link
""index.html"">Home	O
<	Link
/a>	Link
<	O
/li>	O
<	O
li>	O
<	Link
a	Link
href=	Link
""information.html"">Information	O
<	Link
/a>	Link
<	O
/li>	O
<	O
li>	O
<	Link
a	Link
href=	Link
""bookings.html"">Bookings	O
<	Link
/a>	Link
<	O
/li>	O
<	O
li>	O
<	Link
a	Link
href=	Link
""directions.html"">Directions	O
<	Link
/a>	Link
<	O
/li>	O
<	O
li>	O
<	Link
a	Link
href=	Link
""contact.html"">Contact	O
Information	O
<	Link
/a>	Link
<	O
/li>	O
<	O
/ul>	O
<	O
/div>]",2019-01-29	O
12:36:25.669370	O

